sorteio,ano,mes,n1,n2,n3,n4,n5,n6,data
21-27-31-45-55-56,2015,1,21,27,31,45,55,56,2015-01-21
4-22-28-30-44-49,2004,2,4,22,28,30,44,49,2004-02-21
14-24-26-33-45-60,2009,2,14,24,26,33,45,60,2009-02-21
23-37-38-46-47-51,2015,2,23,37,38,46,47,51,2015-02-21
3-16-19-32-35-58,2007,3,3,16,19,32,35,58,2007-03-21
18-20-24-45-51-57,2009,3,18,20,24,45,51,57,2009-03-21
7-27-39-52-55-57,2012,3,7,27,39,52,55,57,2012-03-21
18-23-30-32-42-56,2015,3,18,23,30,32,42,56,2015-03-21
5-6-10-21-33-47,2001,4,5,6,10,21,33,47,2001-04-21
8-10-17-30-33-45,2004,4,8,10,17,30,33,45,2004-04-21
6-24-33-38-45-50,2003,5,6,24,33,38,45,50,2003-05-21
7-16-26-29-45-55,2005,5,7,16,26,29,45,55,2005-05-21
3-10-16-30-37-50,2006,5,3,10,16,30,37,50,2006-05-21
4-11-14-33-44-45,2008,5,4,11,14,33,44,45,2008-05-21
10-15-28-31-33-38,2011,5,10,15,28,31,33,38,2011-05-21
8-10-24-45-56-60,2014,5,8,10,24,45,56,60,2014-05-21
3-19-23-27-40-45,2016,5,3,19,23,27,40,45,2016-05-21
7-23-41-49-51-58,2003,6,7,23,41,49,51,58,2003-06-21
5-10-37-46-54-58,2006,6,5,10,37,46,54,58,2006-06-21
15-17-29-35-36-59,2008,6,15,17,29,35,36,59,2008-06-21
1-4-9-35-36-53,2014,6,1,4,9,35,36,53,2014-06-21
5-11-31-38-47-53,2001,7,5,11,31,38,47,53,2001-07-21
13-29-40-45-51-59,2004,7,13,29,40,45,51,59,2004-07-21
17-33-37-50-55-59,2007,7,17,33,37,50,55,59,2007-07-21
22-29-36-41-48-58,2010,7,22,29,36,41,48,58,2010-07-21
4-19-20-24-39-43,2012,7,4,19,20,24,39,43,2012-07-21
1-27-33-35-51-55,1999,8,1,27,33,35,51,55,1999-08-21
5-14-18-43-46-54,2002,8,5,14,18,43,46,54,2002-08-21
1-3-18-34-50-58,2004,8,1,3,18,34,50,58,2004-08-21
9-11-22-32-35-56,2010,8,9,11,22,32,35,56,2010-08-21
22-25-31-39-41-44,2013,8,22,25,31,39,41,44,2013-08-21
10-23-41-47-54-60,1997,9,10,23,41,47,54,60,1997-09-21
7-16-22-28-36-37,2002,9,7,16,22,28,36,37,2002-09-21
2-3-14-24-31-40,2005,9,2,3,14,24,31,40,2005-09-21
10-47-51-53-59-60,2011,9,10,47,51,53,59,60,2011-09-21
2-11-23-31-42-44,2013,9,2,11,23,31,42,44,2013-09-21
4-7-21-22-28-56,2000,10,4,7,21,22,28,56,2000-10-21
5-11-15-23-25-30,2006,10,5,11,15,23,25,30,2006-10-21
10-34-41-44-45-54,2009,10,10,34,41,44,45,54,2009-10-21
8-15-29-35-45-54,2015,10,8,15,29,35,45,54,2015-10-21
8-15-19-20-54-59,1998,11,8,15,19,20,54,59,1998-11-21
12-21-22-28-43-50,2001,11,12,21,22,28,43,50,2001-11-21
1-9-35-41-48-57,2007,11,1,9,35,41,48,57,2007-11-21
8-16-24-39-52-60,2009,11,8,16,24,39,52,60,2009-11-21
2-5-27-28-48-55,2012,11,2,5,27,28,48,55,2012-11-21
9-12-15-21-31-36,2015,11,9,12,15,21,31,36,2015-11-21
8-18-28-51-52-55,1997,12,8,18,28,51,52,55,1997-12-21
18-27-29-36-46-59,2002,12,18,27,29,36,46,59,2002-12-21
17-27-34-48-51-55,2005,12,17,27,34,48,51,55,2005-12-21
18-24-30-42-51-56,2006,12,18,24,30,42,51,56,2006-12-21
8-12-16-29-37-58,2013,12,8,12,16,29,37,58,2013-12-21
11-19-29-44-47-55,2000,1,11,19,29,44,47,55,2000-01-22
26-37-40-47-52-58,2003,1,26,37,40,47,52,58,2003-01-22
5-11-22-27-46-50,2005,1,5,11,22,27,46,50,2005-01-22
5-27-34-46-48-52,2011,1,5,27,34,46,48,52,2011-01-22
2-15-30-38-48-53,2014,1,2,15,30,38,48,53,2014-01-22
1-7-9-49-54-57,1998,2,1,7,9,49,54,57,1998-02-22
3-5-23-30-46-47,2003,2,3,5,23,30,46,47,2003-02-22
12-16-28-29-47-50,2006,2,12,16,28,29,47,50,2006-02-22
2-24-26-32-35-50,2012,2,2,24,26,32,35,50,2012-02-22
13-15-21-26-30-46,2014,2,13,15,21,26,30,46,2014-02-22
2-4-16-24-51-52,1998,3,2,4,16,24,51,52,1998-03-22
15-24-25-33-42-55,2003,3,15,24,25,33,42,55,2003-03-22
1-2-7-19-35-51,2006,3,1,2,7,19,35,51,2006-03-22
5-8-18-24-33-57,2008,3,5,8,18,24,33,57,2008-03-22
3-22-27-28-50-54,2014,3,3,22,27,28,50,54,2014-03-22
3-5-20-21-38-56,1996,4,3,5,20,21,38,56,1996-04-22
14-18-30-35-42-59,2000,4,14,18,30,35,42,59,2000-04-22
12-17-18-30-32-58,2006,4,12,17,18,30,32,58,2006-04-22
4-10-14-25-28-56,2009,4,4,10,14,25,28,56,2009-04-22
8-23-30-51-53-58,2015,4,8,23,30,51,53,58,2015-04-22
2-9-31-35-45-50,1999,5,2,9,31,35,45,50,1999-05-22
19-29-39-47-49-54,2002,5,19,29,39,47,49,54,2002-05-22
7-31-34-35-37-45,2004,5,7,31,34,35,37,45,2004-05-22
18-20-26-31-44-45,2010,5,18,20,26,31,44,45,2010-05-22
14-18-28-41-47-54,2013,5,14,18,28,41,47,54,2013-05-22
1-3-12-13-53-59,1997,6,1,3,12,13,53,59,1997-06-22
16-17-24-39-46-57,2002,6,16,17,24,39,46,57,2002-06-22
24-25-30-42-43-50,2005,6,24,25,30,42,43,50,2005-06-22
4-6-29-48-50-51,2011,6,4,6,29,48,50,51,2011-06-22
1-2-6-9-16-32,2013,6,1,2,6,9,16,32,2013-06-22
3-7-29-37-54-60,2016,6,3,7,29,37,54,60,2016-06-22
11-25-28-30-33-51,1996,7,11,25,28,30,33,51,1996-07-22
11-13-21-33-39-45,2000,7,11,13,21,33,39,45,2000-07-22
4-8-21-32-43-48,2006,7,4,8,21,32,43,48,2006-07-22
19-23-27-38-41-49,2009,7,19,23,27,38,41,49,2009-07-22
16-18-26-30-31-34,2015,7,16,18,26,30,31,34,2015-07-22
1-9-10-32-46-54,1998,8,1,9,10,32,46,54,1998-08-22
6-7-20-25-30-36,2001,8,6,7,20,25,30,36,2001-08-22
2-41-43-55-57-58,2007,8,2,41,43,55,57,58,2007-08-22
9-11-23-35-46-51,2009,8,9,11,23,35,46,51,2009-08-22
7-8-10-12-27-56,2012,8,7,8,10,12,27,56,2012-08-22
6-16-33-34-45-46,2015,8,6,16,33,34,45,46,2015-08-22
3-8-14-43-56-58,1996,9,3,8,14,43,56,58,1996-09-22
5-22-23-24-34-60,2001,9,5,22,23,24,34,60,2001-09-22
16-18-31-34-39-54,2004,9,16,18,31,34,39,54,2004-09-22
32-44-48-51-53-59,2007,9,32,44,48,51,53,59,2007-09-22
4-7-13-25-27-58,2010,9,4,7,13,25,27,58,2010-09-22
8-39-44-47-53-56,2012,9,8,39,44,47,53,56,2012-09-22
3-5-27-33-44-58,2003,10,3,5,27,33,44,58,2003-10-22
7-9-13-39-45-47,2005,10,7,9,13,39,45,47,2005-10-22
3-8-17-26-28-49,2008,10,3,8,17,26,28,49,2008-10-22
8-18-21-30-48-49,2011,10,8,18,21,30,48,49,2011-10-22
19-23-34-40-41-58,2014,10,19,23,34,40,41,58,2014-10-22
5-13-24-33-34-35,2003,11,5,13,24,33,34,35,2003-11-22
8-9-22-25-41-44,2006,11,8,9,22,25,41,44,2006-11-22
18-22-28-29-39-53,2008,11,18,22,28,29,39,53,2008-11-22
7-24-28-46-53-56,2014,11,7,24,28,46,53,56,2014-11-22
7-11-19-24-33-36,1996,12,7,11,19,24,33,36,1996-12-22
8-15-22-25-30-47,2001,12,8,15,22,25,30,47,2001-12-22
7-8-18-22-39-49,2004,12,7,8,18,22,39,49,2004-12-22
20-28-37-46-49-55,2007,12,20,28,37,46,49,55,2007-12-22
19-21-25-28-43-50,2009,12,19,21,25,28,43,50,2009-12-22
9-19-23-29-32-57,2010,12,9,19,23,29,32,57,2010-12-22
7-12-38-39-45-56,2011,12,7,12,38,39,45,56,2011-12-22
4-27-29-41-48-52,2012,12,4,27,29,41,48,52,2012-12-22
12-19-27-39-41-45,2015,12,12,19,27,39,41,45,2015-12-22
3-16-20-43-52-56,1999,1,3,16,20,43,52,56,1999-01-23
1-13-20-27-35-37,2002,1,1,13,20,27,35,37,2002-01-23
2-21-22-30-41-52,2008,1,2,21,22,30,41,52,2008-01-23
6-23-31-33-39-52,2010,1,6,23,31,33,39,52,2010-01-23
5-9-25-27-38-40,2013,1,5,9,25,27,38,40,2013-01-23
4-6-16-18-21-38,2016,1,4,6,16,18,21,38,2016-01-23
17-23-24-25-42-47,1997,2,17,23,24,25,42,47,1997-02-23
5-12-13-16-27-50,2002,2,5,12,13,16,27,50,2002-02-23
1-9-13-17-33-34,2005,2,1,9,13,17,33,34,2005-02-23
1-5-12-47-52-59,2008,2,1,5,12,47,52,59,2008-02-23
19-23-29-31-41-53,2011,2,19,23,29,31,41,53,2011-02-23
10-25-33-36-40-58,2013,2,10,25,33,36,40,58,2013-02-23
2-14-23-29-38-52,1997,3,2,14,23,29,38,52,1997-03-23
1-10-12-26-48-52,2002,3,1,10,12,26,48,52,2002-03-23
9-24-33-41-48-54,2005,3,9,24,33,41,48,54,2005-03-23
3-16-17-44-53-60,2011,3,3,16,17,44,53,60,2011-03-23
21-48-50-54-57-60,2013,3,21,48,50,54,57,60,2013-03-23
2-6-13-14-17-44,2016,3,2,6,13,14,17,44,2016-03-23
3-17-22-27-33-40,2003,4,3,17,22,27,33,40,2003-04-23
3-6-11-20-36-41,2005,4,3,6,11,20,36,41,2005-04-23
2-8-17-22-42-44,2007,4,2,8,17,22,42,44,2007-04-23
15-17-37-48-50-59,2008,4,15,17,37,48,50,59,2008-04-23
12-18-31-50-59-60,2011,4,12,18,31,50,59,60,2011-04-23
4-9-17-18-21-38,2014,4,4,9,17,18,21,38,2014-04-23
5-17-32-35-37-57,2016,4,5,17,32,35,37,57,2016-04-23
5-13-32-36-42-51,1998,5,5,13,32,36,42,51,1998-05-23
27-29-42-49-50-51,2007,5,27,29,42,49,50,51,2007-05-23
4-10-19-32-33-42,2009,5,4,10,19,32,33,42,2009-05-23
7-12-19-34-40-53,2012,5,7,12,19,34,40,53,2012-05-23
7-16-20-27-36-52,2015,5,7,16,20,27,36,52,2015-05-23
4-26-38-40-52-56,2001,6,4,26,38,40,52,56,2001-06-23
2-10-17-23-32-44,2004,6,2,10,17,23,32,44,2004-06-23
11-12-37-38-43-54,2007,6,11,12,37,38,43,54,2007-06-23
10-11-19-37-53-56,2010,6,10,11,19,37,53,56,2010-06-23
9-26-34-43-53-54,2012,6,9,26,34,43,53,54,2012-06-23
12-13-33-53-54-56,2003,7,12,13,33,53,54,56,2003-07-23
17-19-33-37-40-50,2005,7,17,19,33,37,40,50,2005-07-23
2-21-27-29-32-38,2008,7,2,21,27,29,32,38,2008-07-23
8-19-46-51-52-54,2011,7,8,19,46,51,52,54,2011-07-23
5-8-17-42-46-47,2014,7,5,8,17,42,46,47,2014-07-23
15-17-33-41-47-48,2016,7,15,17,33,41,47,48,2016-07-23
1-9-15-22-43-55,2003,8,1,9,15,22,43,55,2003-08-23
9-29-34-43-45-56,2006,8,9,29,34,43,45,56,2006-08-23
3-4-21-22-28-32,2008,8,3,4,21,22,28,32,2008-08-23
4-20-24-35-47-59,2014,8,4,20,24,35,47,59,2014-08-23
9-13-15-37-41-42,2000,9,9,13,15,37,41,42,2000-09-23
11-19-20-22-42-48,2006,9,11,19,20,22,42,48,2006-09-23
4-9-25-32-33-43,2009,9,4,9,25,32,33,43,2009-09-23
9-12-14-29-42-56,2015,9,9,12,14,29,42,56,2015-09-23
2-18-22-49-51-57,2002,10,2,18,22,49,51,57,2002-10-23
2-6-15-58-59-60,2004,10,2,6,15,58,59,60,2004-10-23
31-32-34-40-50-55,2010,10,31,32,34,40,50,55,2010-10-23
5-24-37-44-49-58,2013,10,5,24,37,44,49,58,2013-10-23
9-21-26-40-52-54,1997,11,9,21,26,40,52,54,1997-11-23
1-13-23-33-54-56,2002,11,1,13,23,33,54,56,2002-11-23
2-7-16-29-32-50,2005,11,2,7,16,29,32,50,2005-11-23
7-10-14-16-54-59,2011,11,7,10,14,16,54,59,2011-11-23
9-13-21-27-36-56,2013,11,9,13,21,27,36,56,2013-11-23
15-23-30-34-49-55,2000,12,15,23,30,34,49,55,2000-12-23
23-28-38-42-50-53,2006,12,23,28,38,42,50,53,2006-12-23
4-9-12-13-52-53,2004,1,4,9,12,13,52,53,2004-01-24
17-22-28-38-52-59,2007,1,17,22,28,38,52,59,2007-01-24
13-18-25-30-46-51,2009,1,13,18,25,30,46,51,2009-01-24
1-3-5-10-20-42,2015,1,1,3,5,10,20,42,2015-01-24
4-6-33-43-59-60,2001,2,4,6,33,43,59,60,2001-02-24
16-24-34-44-54-57,2007,2,16,24,34,44,54,57,2007-02-24
9-24-31-44-48-49,2010,2,9,24,31,44,48,49,2010-02-24
13-14-22-54-56-58,2016,2,13,14,22,54,56,58,2016-02-24
1-5-13-25-31-33,2001,3,1,5,13,25,31,33,2001-03-24
14-47-49-51-58-59,2004,3,14,47,49,51,58,59,2004-03-24
6-14-23-34-38-44,2007,3,6,14,23,34,38,44,2007-03-24
6-14-17-26-40-49,2010,3,6,14,17,26,40,49,2010-03-24
6-21-28-31-33-43,2012,3,6,21,28,31,33,43,2012-03-24
4-10-14-19-28-44,1999,4,4,10,14,19,28,44,1999-04-24
5-19-21-54-56-58,2002,4,5,19,21,54,56,58,2002-04-24
8-12-18-23-38-49,2004,4,8,12,18,23,38,49,2004-04-24
5-7-24-25-36-47,2010,4,5,7,24,25,36,47,2010-04-24
4-22-25-38-45-51,2013,4,4,22,25,38,45,51,2013-04-24
1-22-31-46-51-57,2003,5,1,22,31,46,51,57,2003-05-24
1-19-24-42-50-58,2006,5,1,19,24,42,50,58,2006-05-24
15-18-31-33-34-56,2008,5,15,18,31,33,34,56,2008-05-24
8-12-22-35-40-44,2014,5,8,12,22,35,40,44,2014-05-24
20-32-34-49-58-60,1996,6,20,32,34,49,58,60,1996-06-24
2-4-16-21-37-58,2000,6,2,4,16,21,37,58,2000-06-24
12-27-42-46-47-50,2006,6,12,27,42,46,47,50,2006-06-24
12-21-39-40-50-55,2009,6,12,21,39,40,50,55,2009-06-24
2-25-36-41-42-53,2015,6,2,25,36,41,42,53,2015-06-24
22-35-38-39-41-59,1999,7,22,35,38,39,41,59,1999-07-24
9-10-28-46-55-56,2002,7,9,10,28,46,55,56,2002-07-24
6-7-20-41-43-55,2004,7,6,7,20,41,43,55,2004-07-24
16-19-23-28-39-58,2010,7,16,19,23,28,39,58,2010-07-24
16-17-23-42-59-60,2013,7,16,17,23,42,59,60,2013-07-24
21-29-40-49-54-57,1997,8,21,29,40,49,54,57,1997-08-24
7-12-22-34-38-53,2002,8,7,12,22,34,38,53,2002-08-24
13-14-17-31-41-50,2005,8,13,14,17,31,41,50,2005-08-24
1-4-26-39-43-49,2011,8,1,4,26,39,43,49,2011-08-24
2-12-40-46-52-53,2013,8,2,12,40,46,52,53,2013-08-24
23-24-32-38-40-41,2016,8,23,24,32,38,40,41,2016-08-24
1-13-23-31-48-60,2005,9,1,13,23,31,48,60,2005-09-24
4-27-36-37-49-52,2008,9,4,27,36,37,49,52,2008-09-24
10-21-43-47-53-55,2011,9,10,21,43,47,53,55,2011-09-24
1-2-38-41-42-58,2014,9,1,2,38,41,42,58,2014-09-24
5-14-27-37-40-41,1998,10,5,14,27,37,40,41,1998-10-24
5-10-21-32-40-42,1999,10,5,10,21,32,40,42,1999-10-24
13-16-17-26-41-44,2001,10,13,16,17,26,41,44,2001-10-24
14-30-36-38-46-59,2007,10,14,30,36,38,46,59,2007-10-24
7-35-40-44-50-55,2009,10,7,35,40,44,50,55,2009-10-24
1-13-23-24-30-57,2012,10,1,13,23,24,30,57,2012-10-24
20-27-30-31-40-53,2015,10,20,27,30,31,40,53,2015-10-24
10-42-43-45-54-55,1996,11,10,42,43,45,54,55,1996-11-24
6-24-28-43-51-56,2001,11,6,24,28,43,51,56,2001-11-24
3-8-10-13-24-60,2004,11,3,8,10,13,24,60,2004-11-24
12-13-19-41-45-49,2007,11,12,13,19,41,45,49,2007-11-24
3-5-19-24-30-35,2010,11,3,5,19,24,30,35,2010-11-24
5-19-32-41-49-58,2012,11,5,19,32,41,49,58,2012-11-24
6-16-23-24-28-38,1998,12,6,16,23,24,28,38,1998-12-24
10-16-37-50-52-57,1999,12,10,16,37,50,52,57,1999-12-24
5-6-17-33-39-54,2008,12,5,6,17,33,39,54,2008-12-24
2-4-15-18-25-36,2009,12,2,4,15,18,25,36,2009-12-24
2-8-15-25-34-45,2010,12,2,8,15,25,34,45,2010-12-24
9-19-20-50-51-60,2011,12,9,19,20,50,51,60,2011-12-24
8-21-23-29-36-48,2014,12,8,21,23,29,36,48,2014-12-24
15-30-39-41-45-59,2015,12,15,30,39,41,45,59,2015-12-24
11-24-30-33-46-60,1998,1,11,24,30,33,46,60,1998-01-25
4-13-17-27-39-50,2003,1,4,13,17,27,39,50,2003-01-25
6-17-19-49-50-53,2006,1,6,17,19,49,50,53,2006-01-25
1-19-24-26-52-55,2012,1,1,19,24,26,52,55,2012-01-25
19-24-25-28-42-58,2014,1,19,24,25,28,42,58,2014-01-25
24-26-27-36-39-59,2006,2,24,26,27,36,39,59,2006-02-25
7-10-11-13-43-57,2009,2,7,10,11,13,43,57,2009-02-25
12-27-37-44-54-59,2012,2,12,27,37,44,54,59,2012-02-25
1-6-8-11-33-50,2015,2,1,6,8,11,33,50,2015-02-25
10-11-29-30-36-47,1996,3,10,11,29,30,36,47,1996-03-25
6-15-29-45-57-59,2000,3,6,15,29,45,57,59,2000-03-25
4-24-47-48-50-57,2006,3,4,24,47,48,50,57,2006-03-25
1-12-14-16-37-45,2009,3,1,12,14,16,37,45,2009-03-25
2-5-13-27-41-53,2015,3,2,5,13,27,41,53,2015-03-25
12-20-34-37-42-43,1998,4,12,20,34,37,42,43,1998-04-25
39-40-42-47-59-60,2007,4,39,40,42,47,59,60,2007-04-25
25-27-44-47-48-57,2009,4,25,27,44,47,48,57,2009-04-25
7-9-23-44-46-55,2012,4,7,9,23,44,46,55,2012-04-25
11-13-24-28-44-45,2015,4,11,13,24,28,44,45,2015-04-25
8-12-23-50-54-60,1997,5,8,12,23,50,54,60,1997-05-25
5-29-44-51-57-59,2002,5,5,29,44,51,57,59,2002-05-25
1-4-5-16-23-49,2005,5,1,4,5,16,23,49,2005-05-25
2-5-28-33-51-52,2011,5,2,5,28,33,51,52,2011-05-25
4-5-7-27-45-58,2013,5,4,5,7,27,45,58,2013-05-25
19-22-31-36-52-53,2016,5,19,22,31,36,52,53,2016-05-25
3-12-32-34-40-50,2003,6,3,12,32,34,40,50,2003-06-25
9-15-32-41-42-49,2005,6,9,15,32,41,42,49,2005-06-25
1-8-34-41-53-58,2008,6,1,8,34,41,53,58,2008-06-25
2-5-15-20-43-57,2011,6,2,5,15,20,43,57,2011-06-25
24-28-47-50-51-58,2014,6,24,28,47,50,51,58,2014-06-25
15-27-28-32-48-55,2016,6,15,27,28,32,48,55,2016-06-25
25-41-47-53-56-59,1998,7,25,41,47,53,56,59,1998-07-25
1-12-21-32-34-44,2007,7,1,12,21,32,34,44,2007-07-25
9-10-21-36-41-48,2009,7,9,10,21,36,41,48,2009-07-25
6-19-26-47-50-58,2012,7,6,19,26,47,50,58,2012-07-25
3-10-42-49-54-57,2015,7,3,10,42,49,54,57,2015-07-25
24-43-50-54-55-56,1996,8,24,43,50,54,55,56,1996-08-25
7-25-26-30-40-57,2001,8,7,25,26,30,40,57,2001-08-25
13-14-42-47-55-59,2004,8,13,14,42,47,55,59,2004-08-25
5-11-22-31-35-41,2007,8,5,11,22,31,35,41,2007-08-25
1-12-20-26-45-54,2010,8,1,12,20,26,45,54,2010-08-25
17-21-30-48-52-58,2012,8,17,21,30,48,52,58,2012-08-25
14-23-24-25-26-51,1999,9,14,23,24,25,26,51,1999-09-25
11-16-27-47-55-59,2002,9,11,16,27,47,55,59,2002-09-25
10-19-22-29-30-37,2004,9,10,19,22,29,30,37,2004-09-25
5-11-15-28-43-50,2010,9,5,11,15,28,43,50,2010-09-25
13-21-29-34-47-57,2013,9,13,21,29,34,47,57,2013-09-25
5-10-15-45-46-56,2003,10,5,10,15,45,46,56,2003-10-25
1-4-5-33-37-48,2006,10,1,4,5,33,37,48,2006-10-25
5-9-11-20-25-60,2008,10,5,9,11,20,25,60,2008-10-25
12-17-23-38-53-54,2014,10,12,17,23,38,53,54,2014-10-25
3-10-23-30-34-46,2000,11,3,10,23,30,34,46,2000-11-25
5-19-25-46-51-58,2006,11,5,19,25,46,51,58,2006-11-25
12-17-19-32-47-55,2009,11,12,17,19,32,47,55,2009-11-25
6-7-29-39-41-55,2015,11,6,7,29,39,41,55,2015-11-25
3-17-25-35-48-56,1997,1,3,17,25,35,48,56,1997-01-26
23-28-29-34-42-44,2002,1,23,28,29,34,42,44,2002-01-26
10-13-24-41-42-56,2005,1,10,13,24,41,42,56,2005-01-26
15-27-35-50-57-59,2008,1,15,27,35,50,57,59,2008-01-26
2-14-35-39-49-51,2011,1,2,14,35,39,49,51,2011-01-26
13-22-28-29-40-48,2013,1,13,22,28,29,40,48,2013-01-26
15-23-24-25-47-57,2000,2,15,23,24,25,47,57,2000-02-26
2-10-15-21-58-59,2003,2,2,10,15,21,58,59,2003-02-26
17-36-40-44-51-56,2005,2,17,36,40,44,51,56,2005-02-26
10-14-22-41-42-53,2011,2,10,14,22,41,42,53,2011-02-26
11-14-25-32-51-59,2014,2,11,14,25,32,51,59,2014-02-26
3-5-9-45-51-52,2003,3,3,5,9,45,51,52,2003-03-26
10-24-25-29-53-59,2005,3,10,24,25,29,53,59,2005-03-26
5-12-21-32-33-35,2008,3,5,12,21,32,33,35,2008-03-26
